"system","mode","io","ex","threads","valbytes","family","ratio","pipeline","driver","status","ops_per_sec","avg_lat_ms","p50","p99","ipreq","ipc","converge_time_s","stable_throughput","cell_id","reason"
"redis","NA","NA","NA","1","32","mget_mset","1:0","1","memtier","PARTIAL","143018.3139","1.398","NA","NA","38383.17991","1.032356919","NA","NA","cell-000001","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=mget_mset ratio=1:0; op_latency_json is partial"
"redis","NA","NA","NA","1","32","mget_mset","0:1","1","memtier","PARTIAL","117082.8702","1.708","NA","NA","50622.54985","1.115233714","NA","NA","cell-000002","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=mget_mset ratio=0:1; op_latency_json is partial"
"redis","NA","NA","NA","1","32","mget_mset","9:1","1","memtier","PARTIAL","137920.5472","1.449","NA","NA","39672.42076","1.029729635","NA","NA","cell-000003","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=mget_mset ratio=9:1; op_latency_json is partial"
"redis","NA","NA","NA","1","32","mget_mset","1:1","1","memtier","PARTIAL","127615.348","1.567","NA","NA","44786.82756","1.074794973","NA","NA","cell-000004","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=mget_mset ratio=1:1; op_latency_json is partial"
"redis","NA","NA","NA","1","32","mget_mset","1:0","32","memtier","PARTIAL","389090.4334","16.439","NA","NA","19744.31994","1.440339124","NA","NA","cell-000005","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=mget_mset ratio=1:0; op_latency_json is partial"
"redis","NA","NA","NA","1","32","mget_mset","0:1","32","memtier","PARTIAL","279047.8734","22.926","NA","NA","30421.0905","1.584435201","NA","NA","cell-000006","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=mget_mset ratio=0:1; op_latency_json is partial"
"redis","NA","NA","NA","1","32","mget_mset","9:1","32","memtier","PARTIAL","361059.9057","17.715","NA","NA","21042.0446","1.420453549","NA","NA","cell-000007","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=mget_mset ratio=9:1; op_latency_json is partial"
"redis","NA","NA","NA","1","32","mget_mset","1:1","32","memtier","PARTIAL","301339.6518","21.227","NA","NA","26177.63362","1.472517004","NA","NA","cell-000008","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=mget_mset ratio=1:1; op_latency_json is partial"
