"system","mode","io","ex","threads","valbytes","family","ratio","pipeline","driver","status","ops_per_sec","avg_lat_ms","p50","p99","ipreq","ipc","converge_time_s","stable_throughput","cell_id","reason"
"tomokv","static","7","1","8","32","get_set","1:0","1","memtier","PARTIAL","802057.7078","0.249","NA","NA","28791.68404","0.640944662","NA","NA","cell-000001","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=get_set ratio=1:0; op_latency_json is partial"
"tomokv","static","7","1","8","32","get_set","0:1","1","memtier","PARTIAL","768730.3699","0.260","NA","NA","30673.29631","0.6553540224","NA","NA","cell-000002","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=get_set ratio=0:1; op_latency_json is partial"
"tomokv","static","7","1","8","32","get_set","1:0","32","memtier","PARTIAL","2366042.438","2.703","NA","NA","11567.59657","0.8959789709","NA","NA","cell-000003","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=get_set ratio=1:0; op_latency_json is partial"
"tomokv","static","7","1","8","32","get_set","0:1","32","memtier","PARTIAL","1223068.3","5.231","NA","NA","18267.10406","0.9020300506","NA","NA","cell-000004","perf_status=PARTIAL; unsupported or incomplete counters are NA; driver latency telemetry is incomplete; affected columns are NA; memtier percentile telemetry is incomplete; p50/p99/p999 affected fields are NA; memtier per-operation auxiliary telemetry contains null fields; memtier per-operation telemetry does not exactly prove family=get_set ratio=0:1; op_latency_json is partial"
