P0,1,get_hit,16,32,1000000,3000000,2014118521 3200434809 1756730,6039154745 9632069482 1754987
P0,1,get_hit,24,32,1000000,3000000,2032158763 3234323205 1730455,6095695371 9709911879 1726110
P0,1,get_hit,40,32,1000000,3000000,2072462937 3267016817 1654716,6216452261 9814722912 1652272
P0,1,get_miss,16,32,1000000,3000000,2895525453 4060012188 1595772,8686038383 12161851808 1594864
P0,1,get_miss,24,32,1000000,3000000,2909237183 4069495810 1568123,8726870765 12207158456 1571185
P0,1,get_miss,40,32,1000000,3000000,2942997059 4101159919 1525025,8828693482 12304370716 1523420
P0,1,set_over,16,32,1000000,3000000,3168280075 4376586952 1488008,9505404939 13121035960 1486791
P0,1,set_over,24,32,1000000,3000000,3191132426 4397072939 1461777,9575098330 13196877164 1449010
P0,1,set_over,40,32,1000000,3000000,3239126274 4447156507 1406472,9716792646 13349962509 1390024
P0,1,mixed11,16,32,1000000,3000000,3535085882 4741285534 1423070,10604075290 14221618169 1418559
P0,1,mixed11,24,32,1000000,3000000,3557854831 4764163245 1400969,10672863032 14293706554 1395805
P0,1,mixed11,40,32,1000000,3000000,3606181045 4815419624 1353357,10818251104 14444243876 1351753
P0,1,mixed11_p8,16,8,1000000,3000000,4395867840 9131830266 620769,13186853280 27436556643 616691
BC,1,get_hit,16,32,1000000,3000000,1977942837 3184680443 1771351,5930039274 9552041568 1784775
BC,1,get_hit,24,32,1000000,3000000,1995198646 3197122308 1751478,5985122221 9571792358 1743353
BC,1,get_hit,40,32,1000000,3000000,2034372703 3226628129 1683050,6102907427 9673506946 1666716
BC,1,get_miss,16,32,1000000,3000000,2847734214 4004045945 1614494,8543692129 12020199498 1611804
BC,1,get_miss,24,32,1000000,3000000,2862443439 4020277545 1595066,8586880484 12064743819 1594259
BC,1,get_miss,40,32,1000000,3000000,2896642155 4058813264 1545154,8689565875 12164857820 1543255
BC,1,set_over,16,32,1000000,3000000,3168204320 4373245762 1474927,9504209859 13120898639 1471847
BC,1,set_over,24,32,1000000,3000000,3189785233 4397611982 1448315,9568857126 13189848982 1439852
BC,1,set_over,40,32,1000000,3000000,3235073051 4447051549 1378642,9704441301 13336381116 1380735
BC,1,mixed11,16,32,1000000,3000000,3528276026 4735115553 1367348,10584361331 14209989345 1368679
BC,1,mixed11,24,32,1000000,3000000,3549606153 4755907981 1360734,10648609960 14273760825 1349485
BC,1,mixed11,40,32,1000000,3000000,3595548217 4802114607 1318336,10786763376 14414839888 1311532
BC,1,mixed11_p8,16,8,1000000,3000000,4389325843 9099247068 612077,13166014222 27291016802 611109
C,1,get_hit,16,32,1000000,3000000,1953120249 3141844442 1794995,5854811897 9445966918 1801576
C,1,get_hit,24,32,1000000,3000000,1970231024 3166672396 1755594,5909889517 9493034684 1765783
C,1,get_hit,40,32,1000000,3000000,2008023232 3208391894 1700753,6023574173 9613148928 1684036
C,1,get_miss,16,32,1000000,3000000,2814841056 3971359714 1623867,8445048511 11922983926 1619525
C,1,get_miss,24,32,1000000,3000000,2830144755 3988360296 1593413,8489787240 11969481045 1595211
C,1,get_miss,40,32,1000000,3000000,2861147328 4023085139 1547787,8583175539 12069415203 1549291
C,1,set_over,16,32,1000000,3000000,3154138175 4361000289 1478776,9463392764 13104874432 1473558
C,1,set_over,24,32,1000000,3000000,3176093273 4382535437 1454945,9528167870 13141747635 1442997
C,1,set_over,40,32,1000000,3000000,3218767535 4431753237 1399005,9655655730 13294460972 1399670
C,1,mixed11,16,32,1000000,3000000,3514686271 4722239630 1431407,10543895066 14162759509 1428755
C,1,mixed11,24,32,1000000,3000000,3536390315 4743661968 1405489,10608037940 14232125488 1409360
C,1,mixed11,40,32,1000000,3000000,3579866944 4787170777 1355146,10738630572 14359018001 1356740
C,1,mixed11_p8,16,8,1000000,3000000,4371587956 9086470162 623011,13116752884 27216150747 624426
D,1,get_hit,16,32,1000000,3000000,1956054599 3144090269 1782078,5864050140 9441487601 1782628
D,1,get_hit,24,32,1000000,3000000,1972936628 3166096873 1757116,5918269553 9498592944 1757186
D,1,get_hit,40,32,1000000,3000000,2010893467 3204561673 1686202,6030959296 9622663974 1676131
D,1,get_miss,16,32,1000000,3000000,2817247096 3974359093 1617947,8452875321 11926748300 1614352
D,1,get_miss,24,32,1000000,3000000,2834089632 3993979085 1586209,8501499453 11980980487 1592173
D,1,get_miss,40,32,1000000,3000000,2863995792 4023022777 1540525,8590880443 12073246559 1541637
D,1,set_over,16,32,1000000,3000000,3154276186 4356817962 1487783,9463534664 13080812417 1479398
D,1,set_over,24,32,1000000,3000000,3175888668 4380512900 1458378,9527472480 13140144388 1442246
D,1,set_over,40,32,1000000,3000000,3218519704 4435287371 1390669,9654959533 13291904630 1394776
D,1,mixed11,16,32,1000000,3000000,3519642231 4731685753 1413745,10558102273 14175072394 1413195
D,1,mixed11,24,32,1000000,3000000,3540832625 4746376900 1395187,10621661503 14242933668 1399569
D,1,mixed11,40,32,1000000,3000000,3584194213 4795363118 1355312,10751884007 14372305763 1361977
D,1,mixed11_p8,16,8,1000000,3000000,4376906775 9089965977 626248,13131109982 27256039042 626216
BC,1,get_hit,16,32,1000000,3000000,1978188582 3162116368 1776066,5929824412 9521340365 1786287
BC,1,get_hit,24,32,1000000,3000000,1995534094 3189665796 1748820,5986112119 9587388251 1761633
BC,1,get_hit,40,32,1000000,3000000,2034083020 3233951674 1679026,6101551234 9698667100 1678742
BC,1,get_miss,16,32,1000000,3000000,2851294774 4007570756 1611259,8554273351 12025424576 1609997
BC,1,get_miss,24,32,1000000,3000000,2864888768 4028355981 1575794,8594693961 12075199998 1581981
BC,1,get_miss,40,32,1000000,3000000,2897074882 4054731461 1534523,8690665979 12175067205 1539200
BC,1,set_over,16,32,1000000,3000000,3167991587 4373099395 1482762,9503648365 13112831859 1490891
BC,1,set_over,24,32,1000000,3000000,3190356526 4396990618 1459976,9570613637 13184799571 1454287
BC,1,set_over,40,32,1000000,3000000,3234737451 4445539597 1400987,9702805434 13337435889 1391954
BC,1,mixed11,16,32,1000000,3000000,3528000431 4734776652 1427761,10584164954 14203440514 1424563
BC,1,mixed11,24,32,1000000,3000000,3550485586 4761146386 1400200,10650805135 14270317368 1403376
BC,1,mixed11,40,32,1000000,3000000,3595367341 4802051965 1354898,10785041927 14408850085 1355672
BC,1,mixed11_p8,16,8,1000000,3000000,4388433180 9097035256 624926,13164499963 27331423254 624516
C,1,get_hit,16,32,1000000,3000000,1953279318 3168093828 1782152,5855607958 9466853847 1775504
C,1,get_hit,24,32,1000000,3000000,1970339171 3158089225 1748661,5909294962 9523305941 1744058
C,1,get_hit,40,32,1000000,3000000,2007986556 3215484933 1684483,6023083919 9642264507 1683038
C,1,get_miss,16,32,1000000,3000000,2815205016 3974073087 1616957,8446345934 11918473608 1609405
C,1,get_miss,24,32,1000000,3000000,2831293007 3994538943 1585217,8493590074 11976510691 1585188
C,1,get_miss,40,32,1000000,3000000,2858871896 4019110972 1537591,8576825728 12053930167 1534813
C,1,set_over,16,32,1000000,3000000,3154677248 4359179702 1488048,9464402942 13076577574 1480547
C,1,set_over,24,32,1000000,3000000,3176088748 4381212634 1447904,9527861858 13147094286 1449254
C,1,set_over,40,32,1000000,3000000,3219178035 4430006532 1405829,9656447021 13287216843 1402860
C,1,mixed11,16,32,1000000,3000000,3515102205 4722398222 1425471,10544354421 14162185053 1421405
C,1,mixed11,24,32,1000000,3000000,3536206972 4746924188 1405160,10607910571 14228585223 1401376
C,1,mixed11,40,32,1000000,3000000,3580076722 4788101149 1361019,10739039865 14360020111 1359443
