POSTFIRST,1,get_hit,16,32,1000000,3000000,3762509296 7784243482 1408335,11264206315 23346253683 1413629
POSTFIRST,1,get_hit,24,32,1000000,3000000,3801732212 7864959184 1393225,11403657605 23567445653 1394380
POSTFIRST,1,get_hit,40,32,1000000,3000000,3903068254 8025891409 1356457,11698957169 24039124994 1360724
POSTFIRST,1,get_miss,16,32,1000000,3000000,3489151648 7346084342 1522494,10476226640 22051464458 1526813
POSTFIRST,1,get_miss,24,32,1000000,3000000,3527391749 7402132408 1506154,10587543512 22220508716 1510186
POSTFIRST,1,get_miss,40,32,1000000,3000000,3604667057 7528836479 1475108,10801487387 22569315053 1482207
POSTFIRST,1,set_over,16,32,1000000,3000000,4001254258 8177603881 1344851,11979441590 24473698259 1352678
POSTFIRST,1,set_over,24,32,1000000,3000000,4047425528 8261664382 1322506,12122493162 24724372054 1330277
POSTFIRST,1,set_over,40,32,1000000,3000000,4150537037 8443526175 1282756,12434088749 25266335859 1289525
POSTFIRST,1,mixed11,16,32,1000000,3000000,3929231287 8079808776 1349223,11759170396 24201042837 1356957
POSTFIRST,1,mixed11,24,32,1000000,3000000,3972144835 8165020886 1330270,11903106894 24466691526 1334246
POSTFIRST,1,mixed11,40,32,1000000,3000000,4038181449 8261179762 1313978,12162465080 24855376547 1311420
PRESECOND,1,get_hit,16,32,1000000,3000000,3772841417 7811946731 1412793,11293185885 23389675294 1417862
PRESECOND,1,get_hit,24,32,1000000,3000000,3818872377 7888610279 1389964,11414675735 23577910438 1401322
PRESECOND,1,get_hit,40,32,1000000,3000000,3910751324 8033828704 1357755,11723863352 24092491558 1362669
PRESECOND,1,get_miss,16,32,1000000,3000000,3491833398 7361481659 1525435,10482255971 22063893485 1532023
PRESECOND,1,get_miss,24,32,1000000,3000000,3531061509 7417562678 1508953,10591648525 22256542732 1516680
PRESECOND,1,get_miss,40,32,1000000,3000000,3614202227 7568129851 1473182,10837478315 22703777940 1479193
PRESECOND,1,set_over,16,32,1000000,3000000,4016368745 8204174873 1344146,12017363789 24561494385 1355256
