phase	rep	threads	alloc	system	dbsize	val	ratio	ops	crash
A	2	6	jem	3s_epoll	dram	1024	1:9	0	0
A	2	6	jem	3s_epoll	dram	1024	1:1	0	0
A	2	6	jem	3s_epoll	dram	1024	1:0	0	0
A	2	6	jem	3s_epoll	dram	4096	1:9	0	0
A	2	6	jem	3s_epoll	dram	4096	1:1	0	0
A	2	6	jem	3s_epoll	dram	4096	1:0	0	0
A	2	6	jem	3s_epoll	dram	16384	1:9	0	0
A	2	6	jem	3s_epoll	dram	16384	1:1	0	0
A	2	6	jem	3s_epoll	dram	16384	1:0	0	0
A	2	6	jem	3s_uring	cache	16	1:9	4589760	0
A	2	6	jem	3s_uring	cache	16	1:1	3925378	0
A	2	6	jem	3s_uring	cache	16	1:0	4024632	0
A	2	6	jem	3s_uring	cache	64	1:9	4008735	0
A	2	6	jem	3s_uring	cache	64	1:1	3573738	0
A	2	6	jem	3s_uring	cache	64	1:0	3752767	0
A	2	6	jem	3s_uring	cache	256	1:9	3777451	0
A	2	6	jem	3s_uring	cache	256	1:1	3428848	0
A	2	6	jem	3s_uring	cache	256	1:0	3382597	0
A	2	6	jem	3s_uring	cache	1024	1:9	1804587	0
A	2	6	jem	3s_uring	cache	1024	1:1	2180697	0
A	2	6	jem	3s_uring	cache	1024	1:0	2548405	0
A	2	6	jem	3s_uring	cache	4096	1:9	0	0
A	2	6	jem	3s_uring	cache	4096	1:1	0	0
A	2	6	jem	3s_uring	cache	4096	1:0	0	0
A	2	6	jem	3s_uring	cache	16384	1:9	0	0
A	2	6	jem	3s_uring	cache	16384	1:1	0	0
A	2	6	jem	3s_uring	cache	16384	1:0	0	0
A	2	6	jem	3s_uring	dram	16	1:9	0	0
A	2	6	jem	3s_uring	dram	16	1:1	0	0
A	2	6	jem	3s_uring	dram	16	1:0	0	0
A	2	6	jem	3s_uring	dram	64	1:9	0	0
A	2	6	jem	3s_uring	dram	64	1:1	0	0
A	2	6	jem	3s_uring	dram	64	1:0	0	0
A	2	6	jem	3s_uring	dram	256	1:9	0	0
A	2	6	jem	3s_uring	dram	256	1:1	0	0
A	2	6	jem	3s_uring	dram	256	1:0	0	0
A	2	6	jem	3s_uring	dram	1024	1:9	0	0
A	2	6	jem	3s_uring	dram	1024	1:1	0	0
A	2	6	jem	3s_uring	dram	1024	1:0	0	0
A	2	6	jem	3s_uring	dram	4096	1:9	0	0
A	2	6	jem	3s_uring	dram	4096	1:1	0	0
A	2	6	jem	3s_uring	dram	4096	1:0	0	0
A	2	6	jem	3s_uring	dram	16384	1:9	0	0
A	2	6	jem	3s_uring	dram	16384	1:1	0	0
A	2	6	jem	3s_uring	dram	16384	1:0	0	0
A	2	6	jem	3s_pool	cache	16	1:9	3989495	0
A	2	6	jem	3s_pool	cache	16	1:1	3374446	0
A	2	6	jem	3s_pool	cache	16	1:0	3263821	0
A	2	6	jem	3s_pool	cache	64	1:9	3409492	0
A	2	6	jem	3s_pool	cache	64	1:1	3203611	0
A	2	6	jem	3s_pool	cache	64	1:0	3122109	0
A	2	6	jem	3s_pool	cache	256	1:9	3401745	0
A	2	6	jem	3s_pool	cache	256	1:1	3058128	0
A	2	6	jem	3s_pool	cache	256	1:0	2971987	0
A	2	6	jem	3s_pool	cache	1024	1:9	1835793	0
A	2	6	jem	3s_pool	cache	1024	1:1	2074594	0
A	2	6	jem	3s_pool	cache	1024	1:0	2329253	0
A	2	6	jem	3s_pool	cache	4096	1:9	0	0
A	2	6	jem	3s_pool	cache	4096	1:1	0	0
A	2	6	jem	3s_pool	cache	4096	1:0	0	0
A	2	6	jem	3s_pool	cache	16384	1:9	0	0
A	2	6	jem	3s_pool	cache	16384	1:1	0	0
A	2	6	jem	3s_pool	cache	16384	1:0	0	0
A	2	6	jem	3s_pool	dram	16	1:9	0	0
A	2	6	jem	3s_pool	dram	16	1:1	0	0
A	2	6	jem	3s_pool	dram	16	1:0	0	0
A	2	6	jem	3s_pool	dram	64	1:9	0	0
A	2	6	jem	3s_pool	dram	64	1:1	0	0
A	2	6	jem	3s_pool	dram	64	1:0	0	0
A	2	6	jem	3s_pool	dram	256	1:9	0	0
A	2	6	jem	3s_pool	dram	256	1:1	0	0
A	2	6	jem	3s_pool	dram	256	1:0	0	0
A	2	6	jem	3s_pool	dram	1024	1:9	0	0
A	2	6	jem	3s_pool	dram	1024	1:1	0	0
A	2	6	jem	3s_pool	dram	1024	1:0	0	0
A	2	6	jem	3s_pool	dram	4096	1:9	0	0
A	2	6	jem	3s_pool	dram	4096	1:1	0	0
A	2	6	jem	3s_pool	dram	4096	1:0	0	0
A	2	6	jem	3s_pool	dram	16384	1:9	0	0
A	2	6	jem	3s_pool	dram	16384	1:1	0	0
A	2	6	jem	3s_pool	dram	16384	1:0	0	0
A	2	8	jem	2s_epoll	cache	16	1:9	5082239	0
A	2	8	jem	2s_epoll	cache	16	1:1	4255426	0
A	2	8	jem	2s_epoll	cache	16	1:0	4383189	0
A	2	8	jem	2s_epoll	cache	64	1:9	4300420	0
A	2	8	jem	2s_epoll	cache	64	1:1	3962995	0
A	2	8	jem	2s_epoll	cache	64	1:0	3934565	0
A	2	8	jem	2s_epoll	cache	256	1:9	4534843	0
A	2	8	jem	2s_epoll	cache	256	1:1	3805521	0
A	2	8	jem	2s_epoll	cache	256	1:0	3729136	0
A	2	8	jem	2s_epoll	cache	1024	1:9	2163887	0
A	2	8	jem	2s_epoll	cache	1024	1:1	2373216	0
A	2	8	jem	2s_epoll	cache	1024	1:0	2775506	0
A	2	8	jem	2s_epoll	cache	4096	1:9	624685	0
A	2	8	jem	2s_epoll	cache	4096	1:1	875481	0
A	2	8	jem	2s_epoll	cache	4096	1:0	1343536	0
A	2	8	jem	2s_epoll	cache	16384	1:9	302696	0
A	2	8	jem	2s_epoll	cache	16384	1:1	343225	0
A	2	8	jem	2s_epoll	cache	16384	1:0	397697	0
A	2	8	jem	2s_epoll	dram	16	1:9	4368193	0
A	2	8	jem	2s_epoll	dram	16	1:1	4190029	0
A	2	8	jem	2s_epoll	dram	16	1:0	4357320	0
A	2	8	jem	2s_epoll	dram	64	1:9	4029195	0
A	2	8	jem	2s_epoll	dram	64	1:1	3814029	0
A	2	8	jem	2s_epoll	dram	64	1:0	3719012	0
A	2	8	jem	2s_epoll	dram	256	1:9	3973192	0
A	2	8	jem	2s_epoll	dram	256	1:1	3679421	0
A	2	8	jem	2s_epoll	dram	256	1:0	3627931	0
A	2	8	jem	2s_epoll	dram	1024	1:9	2241767	0
A	2	8	jem	2s_epoll	dram	1024	1:1	2415046	0
A	2	8	jem	2s_epoll	dram	1024	1:0	2690229	0
A	2	8	jem	2s_epoll	dram	4096	1:9	581005	0
A	2	8	jem	2s_epoll	dram	4096	1:1	909878	0
A	2	8	jem	2s_epoll	dram	4096	1:0	1430406	0
A	2	8	jem	2s_epoll	dram	16384	1:9	302762	0
A	2	8	jem	2s_epoll	dram	16384	1:1	332777	0
A	2	8	jem	2s_epoll	dram	16384	1:0	393908	0
A	2	8	jem	2s_uring	cache	16	1:9	4936238	0
A	2	8	jem	2s_uring	cache	16	1:1	4182632	0
A	2	8	jem	2s_uring	cache	16	1:0	4254776	0
A	2	8	jem	2s_uring	cache	64	1:9	4201088	0
A	2	8	jem	2s_uring	cache	64	1:1	4217874	0
A	2	8	jem	2s_uring	cache	64	1:0	3911849	0
A	2	8	jem	2s_uring	cache	256	1:9	3950535	0
A	2	8	jem	2s_uring	cache	256	1:1	3491699	0
A	2	8	jem	2s_uring	cache	256	1:0	3681992	0
A	2	8	jem	2s_uring	cache	1024	1:9	2218859	0
A	2	8	jem	2s_uring	cache	1024	1:1	2681209	0
A	2	8	jem	2s_uring	cache	1024	1:0	2730822	0
A	2	8	jem	2s_uring	cache	4096	1:9	596943	0
A	2	8	jem	2s_uring	cache	4096	1:1	888528	0
A	2	8	jem	2s_uring	cache	4096	1:0	1498162	0
A	2	8	jem	2s_uring	cache	16384	1:9	303510	0
A	2	8	jem	2s_uring	cache	16384	1:1	347167	0
A	2	8	jem	2s_uring	cache	16384	1:0	401464	0
A	2	8	jem	2s_uring	dram	16	1:9	4368417	0
A	2	8	jem	2s_uring	dram	16	1:1	4104348	0
A	2	8	jem	2s_uring	dram	16	1:0	4149051	0
A	2	8	jem	2s_uring	dram	64	1:9	4174452	0
A	2	8	jem	2s_uring	dram	64	1:1	3760226	0
A	2	8	jem	2s_uring	dram	64	1:0	3642658	0
A	2	8	jem	2s_uring	dram	256	1:9	3935524	0
A	2	8	jem	2s_uring	dram	256	1:1	3628646	0
A	2	8	jem	2s_uring	dram	256	1:0	3477887	0
A	2	8	jem	2s_uring	dram	1024	1:9	2276853	0
A	2	8	jem	2s_uring	dram	1024	1:1	2619142	0
A	2	8	jem	2s_uring	dram	1024	1:0	2664982	0
A	2	8	jem	2s_uring	dram	4096	1:9	593468	0
A	2	8	jem	2s_uring	dram	4096	1:1	919551	0
A	2	8	jem	2s_uring	dram	4096	1:0	1410771	0
A	2	8	jem	2s_uring	dram	16384	1:9	324866	0
A	2	8	jem	2s_uring	dram	16384	1:1	340878	0
A	2	8	jem	2s_uring	dram	16384	1:0	396914	0
A	2	8	jem	3s_epoll	cache	16	1:9	4352194	0
A	2	8	jem	3s_epoll	cache	16	1:1	3886041	0
A	2	8	jem	3s_epoll	cache	16	1:0	3676616	0
A	2	8	jem	3s_epoll	cache	64	1:9	3656943	0
A	2	8	jem	3s_epoll	cache	64	1:1	3479140	0
A	2	8	jem	3s_epoll	cache	64	1:0	3557711	0
A	2	8	jem	3s_epoll	cache	256	1:9	3464211	0
A	2	8	jem	3s_epoll	cache	256	1:1	3354057	0
A	2	8	jem	3s_epoll	cache	256	1:0	3376568	0
A	2	8	jem	3s_epoll	cache	1024	1:9	1795418	0
A	2	8	jem	3s_epoll	cache	1024	1:1	2168275	0
A	2	8	jem	3s_epoll	cache	1024	1:0	2514006	0
A	2	8	jem	3s_epoll	cache	4096	1:9	0	0
A	2	8	jem	3s_epoll	cache	4096	1:1	0	0
A	2	8	jem	3s_epoll	cache	4096	1:0	0	0
A	2	8	jem	3s_epoll	cache	16384	1:9	0	0
A	2	8	jem	3s_epoll	cache	16384	1:1	0	0
A	2	8	jem	3s_epoll	cache	16384	1:0	0	0
A	2	8	jem	3s_epoll	dram	16	1:9	0	0
A	2	8	jem	3s_epoll	dram	16	1:1	0	0
A	2	8	jem	3s_epoll	dram	16	1:0	0	0
A	2	8	jem	3s_epoll	dram	64	1:9	0	0
A	2	8	jem	3s_epoll	dram	64	1:1	0	0
