round	fork	config	cell	ops	note
2	2s	2s_val_numcdb2	HOT_G256	1654516.08	
2	2s	2s_val_numcdb2	FB_ETC	1583405.76	
2	2s	2s_val_numcdb4	GET_d32_P32	7889795.35	
2	2s	2s_val_numcdb4	GET_d256_P32	2914617.86	
2	2s	2s_val_numcdb4	SET_d256_P32	5365489.44	
2	2s	2s_val_numcdb4	GET_d1024_P32	2394830.72	
2	2s	2s_val_numcdb4	MIX_d64_P16	5630613.41	
2	2s	2s_val_numcdb4	HOT_G256	1668758.32	
2	2s	2s_val_numcdb4	FB_ETC	1579227.50	
2	3s	3s_thr_i4e4w2	GET_d32_P32	4876405.88	
2	3s	3s_thr_i4e4w2	GET_d256_P32	4155541.34	
2	3s	3s_thr_i4e4w2	SET_d256_P32	4254531.67	
2	3s	3s_thr_i4e4w2	GET_d1024_P32	2864110.75	
2	3s	3s_thr_i4e4w2	MIX_d64_P16	4765571.99	
2	3s	3s_thr_i4e4w2	HOT_G256	2415790.44	
2	3s	3s_thr_i4e4w2	FB_ETC	2311274.58	
2	3s	3s_thr_i3e4w3	GET_d32_P32	4870526.83	
2	3s	3s_thr_i3e4w3	GET_d256_P32	4088634.12	
2	3s	3s_thr_i3e4w3	SET_d256_P32	4063594.65	
2	3s	3s_thr_i3e4w3	GET_d1024_P32	2882010.26	
2	3s	3s_thr_i3e4w3	MIX_d64_P16	4908517.96	
2	3s	3s_thr_i3e4w3	HOT_G256	2404706.56	
2	3s	3s_thr_i3e4w3	FB_ETC	2362033.38	
2	3s	3s_thr_i4e3w3	GET_d32_P32	6001820.21	
2	3s	3s_thr_i4e3w3	GET_d256_P32	4534390.25	
2	3s	3s_thr_i4e3w3	SET_d256_P32	4313966.62	
2	3s	3s_thr_i4e3w3	GET_d1024_P32	2966973.68	
2	3s	3s_thr_i4e3w3	MIX_d64_P16	5056879.49	
2	3s	3s_thr_i4e3w3	HOT_G256	3123166.77	
2	3s	3s_thr_i4e3w3	FB_ETC	3087869.35	
2	3s	3s_thr_i2e4w4	GET_d32_P32	0	
2	3s	3s_thr_i2e4w4	GET_d256_P32	0	
2	3s	3s_thr_i2e4w4	SET_d256_P32	0	
2	3s	3s_thr_i2e4w4	GET_d1024_P32	0	
2	3s	3s_thr_i2e4w4	MIX_d64_P16	0	
2	3s	3s_thr_i2e4w4	HOT_G256	0	
2	3s	3s_thr_i2e4w4	FB_ETC	0	
2	3s	3s_thr_i4e2w4	GET_d32_P32	5319199.51	
2	3s	3s_thr_i4e2w4	GET_d256_P32	4049905.08	
2	3s	3s_thr_i4e2w4	SET_d256_P32	3526152.99	
2	3s	3s_thr_i4e2w4	GET_d1024_P32	2929733.77	
2	3s	3s_thr_i4e2w4	MIX_d64_P16	4595081.45	
2	3s	3s_thr_i4e2w4	HOT_G256	3251807.75	
2	3s	3s_thr_i4e2w4	FB_ETC	3129359.80	
2	3s	3s_knob_tiered	GET_d32_P32	4893926.12	
2	3s	3s_knob_tiered	GET_d256_P32	3984686.35	
2	3s	3s_knob_tiered	SET_d256_P32	4214736.83	
2	3s	3s_knob_tiered	GET_d1024_P32	2761223.58	
2	3s	3s_knob_tiered	MIX_d64_P16	4769936.82	
2	3s	3s_knob_tiered	HOT_G256	2358091.38	
2	3s	3s_knob_tiered	FB_ETC	2283389.71	
2	3s	3s_knob_dirty	GET_d32_P32	5000404.50	
2	3s	3s_knob_dirty	GET_d256_P32	4096323.46	
2	3s	3s_knob_dirty	SET_d256_P32	4250073.67	
2	3s	3s_knob_dirty	GET_d1024_P32	2863838.55	
2	3s	3s_knob_dirty	MIX_d64_P16	4792716.21	
2	3s	3s_knob_dirty	HOT_G256	2349910.97	
2	3s	3s_knob_dirty	FB_ETC	2371491.06	
2	3s	3s_knob_mcdb	GET_d32_P32	4987968.31	
2	3s	3s_knob_mcdb	GET_d256_P32	4022945.36	
2	3s	3s_knob_mcdb	SET_d256_P32	4353815.56	
2	3s	3s_knob_mcdb	GET_d1024_P32	2862213.39	
2	3s	3s_knob_mcdb	MIX_d64_P16	4922632.66	
2	3s	3s_knob_mcdb	HOT_G256	2375222.62	
2	3s	3s_knob_mcdb	FB_ETC	2324604.99	
2	3s	3s_knob_nextop	GET_d32_P32	4889378.40	
2	3s	3s_knob_nextop	GET_d256_P32	4134258.51	
2	3s	3s_knob_nextop	SET_d256_P32	4214834.54	
2	3s	3s_knob_nextop	GET_d1024_P32	2831276.78	
2	3s	3s_knob_nextop	MIX_d64_P16	4878403.51	
2	3s	3s_knob_nextop	HOT_G256	2421489.90	
2	3s	3s_knob_nextop	FB_ETC	2297409.23	
2	3s	3s_knob_wbepoll	GET_d32_P32	4814510.47	
2	3s	3s_knob_wbepoll	GET_d256_P32	3972602.09	
2	3s	3s_knob_wbepoll	SET_d256_P32	4361395.08	
2	3s	3s_knob_wbepoll	GET_d1024_P32	2852975.63	
2	3s	3s_knob_wbepoll	MIX_d64_P16	5154177.19	
2	3s	3s_knob_wbepoll	HOT_G256	2336767.88	
2	3s	3s_knob_wbepoll	FB_ETC	2273213.87	
2	3s	3s_knob_allopt	GET_d32_P32	4930145.40	
2	3s	3s_knob_allopt	GET_d256_P32	4075333.47	
2	3s	3s_knob_allopt	SET_d256_P32	4260943.68	
2	3s	3s_knob_allopt	GET_d1024_P32	2912469.03	
2	3s	3s_knob_allopt	MIX_d64_P16	4850404.87	
2	3s	3s_knob_allopt	HOT_G256	2329883.16	
2	3s	3s_knob_allopt	FB_ETC	2315109.83	
2	3s	3s_allopt_full	GET_d32_P32	4944853.40	
2	3s	3s_allopt_full	GET_d256_P32	4064126.84	
2	3s	3s_allopt_full	SET_d256_P32	4076194.56	
2	3s	3s_allopt_full	GET_d1024_P32	2907780.41	
2	3s	3s_allopt_full	MIX_d64_P16	4875599.22	
2	3s	3s_allopt_full	HOT_G256	2354984.15	
2	3s	3s_allopt_full	FB_ETC	2394872.03	
2	3s	3s_loo_notiered	GET_d32_P32	4898474.75	
2	3s	3s_loo_notiered	GET_d256_P32	4057354.55	
2	3s	3s_loo_notiered	SET_d256_P32	4246101.44	
2	3s	3s_loo_notiered	GET_d1024_P32	2870131.12	
2	3s	3s_loo_notiered	MIX_d64_P16	4827231.64	
2	3s	3s_loo_notiered	HOT_G256	2354348.63	
2	3s	3s_loo_notiered	FB_ETC	2323999.29	
2	3s	3s_loo_nodirty	GET_d32_P32	4886364.92	
2	3s	3s_loo_nodirty	GET_d256_P32	4031979.48	
2	3s	3s_loo_nodirty	SET_d256_P32	4311426.99	
2	3s	3s_loo_nodirty	GET_d1024_P32	2853578.59	
2	3s	3s_loo_nodirty	MIX_d64_P16	4815823.61	
2	3s	3s_loo_nodirty	HOT_G256	2427510.07	
2	3s	3s_loo_nodirty	FB_ETC	2351970.39	
2	3s	3s_loo_nomcdb	GET_d32_P32	4963932.75	
2	3s	3s_loo_nomcdb	GET_d256_P32	4053516.33	
2	3s	3s_loo_nomcdb	SET_d256_P32	4195823.89	
2	3s	3s_loo_nomcdb	GET_d1024_P32	2844713.29	
2	3s	3s_loo_nomcdb	MIX_d64_P16	4959688.28	
2	3s	3s_loo_nomcdb	HOT_G256	2377501.58	
2	3s	3s_loo_nomcdb	FB_ETC	2308823.10	
2	3s	3s_loo_nonextop	GET_d32_P32	4936506.12	
2	3s	3s_loo_nonextop	GET_d256_P32	4142192.39	
2	3s	3s_loo_nonextop	SET_d256_P32	4278876.31	
2	3s	3s_loo_nonextop	GET_d1024_P32	2878110.31	
2	3s	3s_loo_nonextop	MIX_d64_P16	4830693.48	
2	3s	3s_loo_nonextop	HOT_G256	2400617.99	
2	3s	3s_loo_nonextop	FB_ETC	2300125.31	
2	3s	3s_val_nextop4	GET_d32_P32	4922612.09	
2	3s	3s_val_nextop4	GET_d256_P32	4082447.18	
2	3s	3s_val_nextop4	SET_d256_P32	4227282.54	
2	3s	3s_val_nextop4	GET_d1024_P32	2866333.04	
2	3s	3s_val_nextop4	MIX_d64_P16	4841326.75	
2	3s	3s_val_nextop4	HOT_G256	2368951.79	
2	3s	3s_val_nextop4	FB_ETC	2307651.16	
2	3s	3s_val_nextop16	GET_d32_P32	4878195.09	
2	3s	3s_val_nextop16	GET_d256_P32	4030965.96	
2	3s	3s_val_nextop16	SET_d256_P32	4252102.02	
2	3s	3s_val_nextop16	GET_d1024_P32	2826881.08	
2	3s	3s_val_nextop16	MIX_d64_P16	4814396.65	
2	3s	3s_val_nextop16	HOT_G256	2369799.39	
2	3s	3s_val_nextop16	FB_ETC	2322288.83	
2	3s	3s_val_nextop64	GET_d32_P32	4921857.40	
2	3s	3s_val_nextop64	GET_d256_P32	4046998.14	
2	3s	3s_val_nextop64	SET_d256_P32	4320339.99	
2	3s	3s_val_nextop64	GET_d1024_P32	2808283.30	
2	3s	3s_val_nextop64	MIX_d64_P16	4812660.93	
2	3s	3s_val_nextop64	HOT_G256	2431346.43	
2	3s	3s_val_nextop64	FB_ETC	2341256.08	
2	3s	3s_val_numcdb2	GET_d32_P32	4891896.37	
2	3s	3s_val_numcdb2	GET_d256_P32	4061626.95	
2	3s	3s_val_numcdb2	SET_d256_P32	4270604.20	
2	3s	3s_val_numcdb2	GET_d1024_P32	2741280.50	
2	3s	3s_val_numcdb2	MIX_d64_P16	4967669.89	
2	3s	3s_val_numcdb2	HOT_G256	2370593.96	
2	3s	3s_val_numcdb2	FB_ETC	2303301.52	
2	3s	3s_val_numcdb4	GET_d32_P32	4875830.20	
2	3s	3s_val_numcdb4	GET_d256_P32	4084263.25	
2	3s	3s_val_numcdb4	SET_d256_P32	4213172.09	
2	3s	3s_val_numcdb4	GET_d1024_P32	2881263.05	
2	3s	3s_val_numcdb4	MIX_d64_P16	4852645.64	
2	3s	3s_val_numcdb4	HOT_G256	2350332.83	
2	3s	3s_val_numcdb4	FB_ETC	2378871.77	
2	base	base_redis	GET_d32_P32	4422747.03	
2	base	base_redis	GET_d256_P32	4082044.56	
2	base	base_redis	SET_d256_P32	3453301.76	
2	base	base_redis	GET_d1024_P32	3311834.23	
2	base	base_redis	MIX_d64_P16	4037708.58	
2	base	base_redis	HOT_G256	3564166.63	
2	base	base_redis	FB_ETC	3266858.43	
2	base	base_keydb	GET_d32_P32	3397534.58	
2	base	base_keydb	GET_d256_P32	3362279.70	
2	base	base_keydb	SET_d256_P32	2029428.09	
2	base	base_keydb	GET_d1024_P32	1925713.51	
2	base	base_keydb	MIX_d64_P16	2732825.48	
2	base	base_keydb	HOT_G256	2966894.77	
2	base	base_keydb	FB_ETC	2860002.88	
2	base	base_dragonfly	GET_d32_P32	6070558.22	
2	base	base_dragonfly	GET_d256_P32	1277469.42	
2	base	base_dragonfly	SET_d256_P32	4845875.27	
2	base	base_dragonfly	GET_d1024_P32	1137193.74	
2	base	base_dragonfly	MIX_d64_P16	4458902.12	
2	base	base_dragonfly	HOT_G256	1174447.50	
2	base	base_dragonfly	FB_ETC	3023092.87	
3	2s	2s_thr_io4w4	GET_d32_P32	7000253.86	
3	2s	2s_thr_io4w4	GET_d256_P32	2712235.22	
3	2s	2s_thr_io4w4	SET_d256_P32	4578642.98	
3	2s	2s_thr_io4w4	GET_d1024_P32	2110278.53	
3	2s	2s_thr_io4w4	MIX_d64_P16	4907682.68	
3	2s	2s_thr_io4w4	HOT_G256	1452416.42	
3	2s	2s_thr_io4w4	FB_ETC	1724573.82	
3	2s	2s_thr_io6w4	GET_d32_P32	7802976.86	
3	2s	2s_thr_io6w4	GET_d256_P32	2893114.12	
3	2s	2s_thr_io6w4	SET_d256_P32	5445068.34	
3	2s	2s_thr_io6w4	GET_d1024_P32	2383429.77	
3	2s	2s_thr_io6w4	MIX_d64_P16	5698049.24	
3	2s	2s_thr_io6w4	HOT_G256	1653281.08	
3	2s	2s_thr_io6w4	FB_ETC	1725392.27	
3	2s	2s_thr_io8w4	GET_d32_P32	7490106.58	
3	2s	2s_thr_io8w4	GET_d256_P32	3019979.63	
3	2s	2s_thr_io8w4	SET_d256_P32	5338802.77	
3	2s	2s_thr_io8w4	GET_d1024_P32	2548447.41	
3	2s	2s_thr_io8w4	MIX_d64_P16	5625714.10	
3	2s	2s_thr_io8w4	HOT_G256	1749110.10	
3	2s	2s_thr_io8w4	FB_ETC	1685913.47	
3	2s	2s_thr_io4w2	GET_d32_P32	5193661.82	
3	2s	2s_thr_io4w2	GET_d256_P32	2533239.39	
3	2s	2s_thr_io4w2	SET_d256_P32	3138219.80	
3	2s	2s_thr_io4w2	GET_d1024_P32	2129400.06	
3	2s	2s_thr_io4w2	MIX_d64_P16	3955191.10	
3	2s	2s_thr_io4w2	HOT_G256	1529145.01	
3	2s	2s_thr_io4w2	FB_ETC	1624583.70	
3	2s	2s_thr_io2w8	GET_d32_P32	3691894.30	
3	2s	2s_thr_io2w8	GET_d256_P32	1686808.62	
3	2s	2s_thr_io2w8	SET_d256_P32	2783232.37	
3	2s	2s_thr_io2w8	GET_d1024_P32	1706623.08	
3	2s	2s_thr_io2w8	MIX_d64_P16	2593123.34	
3	2s	2s_thr_io2w8	HOT_G256	1002001.15	
3	2s	2s_thr_io2w8	FB_ETC	1006911.49	
3	2s	2s_knob_dirty	GET_d32_P32	7963010.97	
3	2s	2s_knob_dirty	GET_d256_P32	3008070.43	
3	2s	2s_knob_dirty	SET_d256_P32	5037229.15	
3	2s	2s_knob_dirty	GET_d1024_P32	2383629.01	
3	2s	2s_knob_dirty	MIX_d64_P16	5843242.20	
3	2s	2s_knob_dirty	HOT_G256	1666868.53	
3	2s	2s_knob_dirty	FB_ETC	1578604.50	
3	2s	2s_knob_mcdb	GET_d32_P32	7900321.77	
3	2s	2s_knob_mcdb	GET_d256_P32	2834623.79	
3	2s	2s_knob_mcdb	SET_d256_P32	5102872.12	
3	2s	2s_knob_mcdb	GET_d1024_P32	2347611.89	
3	2s	2s_knob_mcdb	MIX_d64_P16	5749682.19	
3	2s	2s_knob_mcdb	HOT_G256	1634041.49	
3	2s	2s_knob_mcdb	FB_ETC	1589528.26	
3	2s	2s_knob_nextop	GET_d32_P32	7808896.71	
3	2s	2s_knob_nextop	GET_d256_P32	2799213.01	
3	2s	2s_knob_nextop	SET_d256_P32	5348082.85	
3	2s	2s_knob_nextop	GET_d1024_P32	2399844.38	
3	2s	2s_knob_nextop	MIX_d64_P16	5743738.57	
3	2s	2s_knob_nextop	HOT_G256	1642072.32	
3	2s	2s_knob_nextop	FB_ETC	1605368.70	
3	2s	2s_knob_uring	GET_d32_P32	7584307.55	
3	2s	2s_knob_uring	GET_d256_P32	2750585.32	
3	2s	2s_knob_uring	SET_d256_P32	5315854.07	
3	2s	2s_knob_uring	GET_d1024_P32	2302003.03	
3	2s	2s_knob_uring	MIX_d64_P16	5195048.71	
3	2s	2s_knob_uring	HOT_G256	1615809.94	
3	2s	2s_knob_uring	FB_ETC	1524024.90	
3	2s	2s_knob_allopt	GET_d32_P32	8078900.16	
3	2s	2s_knob_allopt	GET_d256_P32	2890785.53	
3	2s	2s_knob_allopt	SET_d256_P32	5584111.46	
3	2s	2s_knob_allopt	GET_d1024_P32	2382426.80	
3	2s	2s_knob_allopt	MIX_d64_P16	5747094.11	
3	2s	2s_knob_allopt	HOT_G256	1637299.99	
3	2s	2s_knob_allopt	FB_ETC	1616476.55	
3	2s	2s_allopt_full	GET_d32_P32	7473673.71	
3	2s	2s_allopt_full	GET_d256_P32	3051401.16	
3	2s	2s_allopt_full	SET_d256_P32	5353964.82	
3	2s	2s_allopt_full	GET_d1024_P32	2299996.40	
3	2s	2s_allopt_full	MIX_d64_P16	5370263.05	
3	2s	2s_allopt_full	HOT_G256	1584661.58	
3	2s	2s_allopt_full	FB_ETC	1562966.66	
3	2s	2s_loo_nodirty	GET_d32_P32	7521053.63	
3	2s	2s_loo_nodirty	GET_d256_P32	3050348.06	
3	2s	2s_loo_nodirty	SET_d256_P32	5036048.32	
3	2s	2s_loo_nodirty	GET_d1024_P32	2303476.25	
3	2s	2s_loo_nodirty	MIX_d64_P16	5223482.52	
3	2s	2s_loo_nodirty	HOT_G256	1603434.20	
3	2s	2s_loo_nodirty	FB_ETC	1542735.71	
3	2s	2s_loo_nomcdb	GET_d32_P32	7511389.71	
3	2s	2s_loo_nomcdb	GET_d256_P32	2727296.01	
3	2s	2s_loo_nomcdb	SET_d256_P32	5141045.35	
3	2s	2s_loo_nomcdb	GET_d1024_P32	2325852.65	
3	2s	2s_loo_nomcdb	MIX_d64_P16	5285349.28	
3	2s	2s_loo_nomcdb	HOT_G256	1606101.81	
3	2s	2s_loo_nomcdb	FB_ETC	1542897.13	
3	2s	2s_loo_nonextop	GET_d32_P32	7621758.21	
3	2s	2s_loo_nonextop	GET_d256_P32	2723333.30	
3	2s	2s_loo_nonextop	SET_d256_P32	5134313.26	
3	2s	2s_loo_nonextop	GET_d1024_P32	2238981.67	
3	2s	2s_loo_nonextop	MIX_d64_P16	5221567.85	
3	2s	2s_loo_nonextop	HOT_G256	1636268.04	
3	2s	2s_loo_nonextop	FB_ETC	1584606.66	
3	2s	2s_loo_nouring	GET_d32_P32	8081624.34	
3	2s	2s_loo_nouring	GET_d256_P32	2877480.16	
3	2s	2s_loo_nouring	SET_d256_P32	5281431.32	
3	2s	2s_loo_nouring	GET_d1024_P32	2372200.39	
3	2s	2s_loo_nouring	MIX_d64_P16	5808648.12	
3	2s	2s_loo_nouring	HOT_G256	1717665.18	
3	2s	2s_loo_nouring	FB_ETC	1690722.21	
3	2s	2s_val_nextop4	GET_d32_P32	7859477.92	
3	2s	2s_val_nextop4	GET_d256_P32	2836003.15	
3	2s	2s_val_nextop4	SET_d256_P32	5403939.56	
3	2s	2s_val_nextop4	GET_d1024_P32	2400892.62	
3	2s	2s_val_nextop4	MIX_d64_P16	5831951.35	
3	2s	2s_val_nextop4	HOT_G256	1667641.23	
3	2s	2s_val_nextop4	FB_ETC	1581698.21	
3	2s	2s_val_nextop16	GET_d32_P32	8164862.53	
3	2s	2s_val_nextop16	GET_d256_P32	2786923.32	
3	2s	2s_val_nextop16	SET_d256_P32	5364110.78	
3	2s	2s_val_nextop16	GET_d1024_P32	2363314.02	
3	2s	2s_val_nextop16	MIX_d64_P16	5703140.38	
3	2s	2s_val_nextop16	HOT_G256	1679550.61	
3	2s	2s_val_nextop16	FB_ETC	1574146.23	
3	2s	2s_val_nextop64	GET_d32_P32	7997358.78	
3	2s	2s_val_nextop64	GET_d256_P32	2815075.72	
3	2s	2s_val_nextop64	SET_d256_P32	5146860.40	
3	2s	2s_val_nextop64	GET_d1024_P32	2417724.95	
3	2s	2s_val_nextop64	MIX_d64_P16	5737607.62	
3	2s	2s_val_nextop64	HOT_G256	1568415.99	
3	2s	2s_val_nextop64	FB_ETC	1619558.79	
3	2s	2s_val_numcdb2	GET_d32_P32	7966781.73	
3	2s	2s_val_numcdb2	GET_d256_P32	2866992.16	
3	2s	2s_val_numcdb2	SET_d256_P32	5192905.32	
3	2s	2s_val_numcdb2	GET_d1024_P32	2319557.09	
3	2s	2s_val_numcdb2	MIX_d64_P16	5759909.75	
3	2s	2s_val_numcdb2	HOT_G256	1654571.95	
3	2s	2s_val_numcdb2	FB_ETC	1846285.44	
3	2s	2s_val_numcdb4	GET_d32_P32	7884090.08	
3	2s	2s_val_numcdb4	GET_d256_P32	2930513.06	
3	2s	2s_val_numcdb4	SET_d256_P32	5283380.94	
3	2s	2s_val_numcdb4	GET_d1024_P32	2364605.97	
3	2s	2s_val_numcdb4	MIX_d64_P16	5763289.03	
3	2s	2s_val_numcdb4	HOT_G256	1640863.88	
3	2s	2s_val_numcdb4	FB_ETC	1642598.23	
3	3s	3s_thr_i4e4w2	GET_d32_P32	4899481.24	
3	3s	3s_thr_i4e4w2	GET_d256_P32	3974678.51	
3	3s	3s_thr_i4e4w2	SET_d256_P32	4257368.49	
3	3s	3s_thr_i4e4w2	GET_d1024_P32	2835841.20	
3	3s	3s_thr_i4e4w2	MIX_d64_P16	4929127.04	
3	3s	3s_thr_i4e4w2	HOT_G256	2354800.05	
3	3s	3s_thr_i4e4w2	FB_ETC	2307670.89	
3	3s	3s_thr_i3e4w3	GET_d32_P32	4888392.20	
3	3s	3s_thr_i3e4w3	GET_d256_P32	4146349.71	
3	3s	3s_thr_i3e4w3	SET_d256_P32	4003113.68	
3	3s	3s_thr_i3e4w3	GET_d1024_P32	2857806.54	
3	3s	3s_thr_i3e4w3	MIX_d64_P16	4867247.14	
3	3s	3s_thr_i3e4w3	HOT_G256	2351701.56	
3	3s	3s_thr_i3e4w3	FB_ETC	2285905.60	
3	3s	3s_thr_i4e3w3	GET_d32_P32	5992981.68	
3	3s	3s_thr_i4e3w3	GET_d256_P32	4585218.53	
3	3s	3s_thr_i4e3w3	SET_d256_P32	4569827.68	
3	3s	3s_thr_i4e3w3	GET_d1024_P32	2950651.59	
3	3s	3s_thr_i4e3w3	MIX_d64_P16	5173069.08	
3	3s	3s_thr_i4e3w3	HOT_G256	3165774.91	
3	3s	3s_thr_i4e3w3	FB_ETC	3121903.56	
3	3s	3s_thr_i2e4w4	GET_d32_P32	3598909.57	
3	3s	3s_thr_i2e4w4	GET_d256_P32	2853361.08	
3	3s	3s_thr_i2e4w4	SET_d256_P32	0	
3	3s	3s_thr_i2e4w4	GET_d1024_P32	0	
3	3s	3s_thr_i2e4w4	MIX_d64_P16	0	
3	3s	3s_thr_i2e4w4	HOT_G256	0	
3	3s	3s_thr_i2e4w4	FB_ETC	0	
3	3s	3s_thr_i4e2w4	GET_d32_P32	5391875.22	
3	3s	3s_thr_i4e2w4	GET_d256_P32	3979389.45	
3	3s	3s_thr_i4e2w4	SET_d256_P32	3673203.96	
3	3s	3s_thr_i4e2w4	GET_d1024_P32	2839896.09	
3	3s	3s_thr_i4e2w4	MIX_d64_P16	4443866.13	
3	3s	3s_thr_i4e2w4	HOT_G256	3174741.45	
3	3s	3s_thr_i4e2w4	FB_ETC	3162469.61	
3	3s	3s_knob_tiered	GET_d32_P32	4891306.76	
3	3s	3s_knob_tiered	GET_d256_P32	4047806.98	
3	3s	3s_knob_tiered	SET_d256_P32	4190167.55	
3	3s	3s_knob_tiered	GET_d1024_P32	2845665.65	
3	3s	3s_knob_tiered	MIX_d64_P16	4925694.87	
3	3s	3s_knob_tiered	HOT_G256	2336163.46	
3	3s	3s_knob_tiered	FB_ETC	2347783.70	
3	3s	3s_knob_dirty	GET_d32_P32	4939050.91	
3	3s	3s_knob_dirty	GET_d256_P32	4104790.26	
3	3s	3s_knob_dirty	SET_d256_P32	4164830.85	
3	3s	3s_knob_dirty	GET_d1024_P32	2875215.22	
3	3s	3s_knob_dirty	MIX_d64_P16	4757276.65	
3	3s	3s_knob_dirty	HOT_G256	2424413.58	
3	3s	3s_knob_dirty	FB_ETC	2314404.27	
3	3s	3s_knob_mcdb	GET_d32_P32	5005729.24	
3	3s	3s_knob_mcdb	GET_d256_P32	4012078.08	
3	3s	3s_knob_mcdb	SET_d256_P32	4213592.23	
3	3s	3s_knob_mcdb	GET_d1024_P32	2849924.81	
3	3s	3s_knob_mcdb	MIX_d64_P16	4801374.66	
3	3s	3s_knob_mcdb	HOT_G256	2327228.44	
3	3s	3s_knob_mcdb	FB_ETC	2361410.10	
3	3s	3s_knob_nextop	GET_d32_P32	4910307.62	
3	3s	3s_knob_nextop	GET_d256_P32	4054586.34	
3	3s	3s_knob_nextop	SET_d256_P32	4258086.62	
3	3s	3s_knob_nextop	GET_d1024_P32	2809746.52	
3	3s	3s_knob_nextop	MIX_d64_P16	4789179.60	
3	3s	3s_knob_nextop	HOT_G256	2370849.35	
3	3s	3s_knob_nextop	FB_ETC	2279234.54	
3	3s	3s_knob_wbepoll	GET_d32_P32	4768307.36	
3	3s	3s_knob_wbepoll	GET_d256_P32	4015809.48	
3	3s	3s_knob_wbepoll	SET_d256_P32	4321573.29	
3	3s	3s_knob_wbepoll	GET_d1024_P32	2865496.37	
3	3s	3s_knob_wbepoll	MIX_d64_P16	5028671.69	
3	3s	3s_knob_wbepoll	HOT_G256	2356549.44	
3	3s	3s_knob_wbepoll	FB_ETC	2322842.51	
3	3s	3s_knob_allopt	GET_d32_P32	4948169.28	
3	3s	3s_knob_allopt	GET_d256_P32	4084619.12	
3	3s	3s_knob_allopt	SET_d256_P32	4223432.82	
3	3s	3s_knob_allopt	GET_d1024_P32	2843175.33	
3	3s	3s_knob_allopt	MIX_d64_P16	4815865.05	
3	3s	3s_knob_allopt	HOT_G256	2354577.40	
3	3s	3s_knob_allopt	FB_ETC	2334172.39	
3	3s	3s_allopt_full	GET_d32_P32	4847200.12	
3	3s	3s_allopt_full	GET_d256_P32	4123147.27	
3	3s	3s_allopt_full	SET_d256_P32	4230665.15	
3	3s	3s_allopt_full	GET_d1024_P32	2866261.95	
3	3s	3s_allopt_full	MIX_d64_P16	4785814.51	
3	3s	3s_allopt_full	HOT_G256	2383376.94	
3	3s	3s_allopt_full	FB_ETC	2296687.55	
3	3s	3s_loo_notiered	GET_d32_P32	4856250.12	
3	3s	3s_loo_notiered	GET_d256_P32	4047995.36	
3	3s	3s_loo_notiered	SET_d256_P32	4298613.71	
3	3s	3s_loo_notiered	GET_d1024_P32	2833472.71	
3	3s	3s_loo_notiered	MIX_d64_P16	4847437.41	
3	3s	3s_loo_notiered	HOT_G256	2397195.22	
3	3s	3s_loo_notiered	FB_ETC	2304479.90	
3	3s	3s_loo_nodirty	GET_d32_P32	4940938.66	
3	3s	3s_loo_nodirty	GET_d256_P32	4091532.83	
3	3s	3s_loo_nodirty	SET_d256_P32	4242932.21	
3	3s	3s_loo_nodirty	GET_d1024_P32	2853924.62	
3	3s	3s_loo_nodirty	MIX_d64_P16	4730767.70	
3	3s	3s_loo_nodirty	HOT_G256	2349492.91	
3	3s	3s_loo_nodirty	FB_ETC	2270416.60	
3	3s	3s_loo_nomcdb	GET_d32_P32	4914112.77	
3	3s	3s_loo_nomcdb	GET_d256_P32	4118376.82	
3	3s	3s_loo_nomcdb	SET_d256_P32	4207460.13	
3	3s	3s_loo_nomcdb	GET_d1024_P32	2861999.26	
3	3s	3s_loo_nomcdb	MIX_d64_P16	4786098.69	
3	3s	3s_loo_nomcdb	HOT_G256	2399893.26	
3	3s	3s_loo_nomcdb	FB_ETC	2277157.04	
3	3s	3s_loo_nonextop	GET_d32_P32	4903539.31	
3	3s	3s_loo_nonextop	GET_d256_P32	4077142.67	
3	3s	3s_loo_nonextop	SET_d256_P32	4165201.31	
3	3s	3s_loo_nonextop	GET_d1024_P32	2829475.63	
3	3s	3s_loo_nonextop	MIX_d64_P16	4790795.84	
3	3s	3s_loo_nonextop	HOT_G256	2383857.11	
3	3s	3s_loo_nonextop	FB_ETC	2348078.43	
3	3s	3s_val_nextop4	GET_d32_P32	4928202.54	
3	3s	3s_val_nextop4	GET_d256_P32	4097305.16	
3	3s	3s_val_nextop4	SET_d256_P32	4198903.86	
3	3s	3s_val_nextop4	GET_d1024_P32	2875731.36	
3	3s	3s_val_nextop4	MIX_d64_P16	4791311.30	
3	3s	3s_val_nextop4	HOT_G256	2415337.31	
3	3s	3s_val_nextop4	FB_ETC	2326433.33	
3	3s	3s_val_nextop16	GET_d32_P32	0	
3	3s	3s_val_nextop16	GET_d256_P32	4132501.43	
3	3s	3s_val_nextop16	SET_d256_P32	4226407.30	
3	3s	3s_val_nextop16	GET_d1024_P32	2798644.90	
3	3s	3s_val_nextop16	MIX_d64_P16	4910183.69	
3	3s	3s_val_nextop16	HOT_G256	2404392.30	
3	3s	3s_val_nextop16	FB_ETC	2323663.55	
3	3s	3s_val_nextop64	GET_d32_P32	4910295.53	
3	3s	3s_val_nextop64	GET_d256_P32	4039883.87	
3	3s	3s_val_nextop64	SET_d256_P32	4187100.63	
3	3s	3s_val_nextop64	GET_d1024_P32	2820368.21	
