round	fork	config	cell	ops	note
3	3s	3s_val_nextop64	MIX_d64_P16	4853904.69	
3	3s	3s_val_nextop64	HOT_G256	2363482.45	
3	3s	3s_val_nextop64	FB_ETC	2322797.48	
3	3s	3s_val_numcdb2	GET_d32_P32	4905903.48	
3	3s	3s_val_numcdb2	GET_d256_P32	3994144.23	
3	3s	3s_val_numcdb2	SET_d256_P32	4227641.68	
3	3s	3s_val_numcdb2	GET_d1024_P32	2854108.05	
3	3s	3s_val_numcdb2	MIX_d64_P16	4805426.45	
3	3s	3s_val_numcdb2	HOT_G256	2366857.00	
3	3s	3s_val_numcdb2	FB_ETC	2307979.18	
3	3s	3s_val_numcdb4	GET_d32_P32	4901745.32	
3	3s	3s_val_numcdb4	GET_d256_P32	4132520.78	
3	3s	3s_val_numcdb4	SET_d256_P32	4279214.20	
3	3s	3s_val_numcdb4	GET_d1024_P32	2858771.79	
3	3s	3s_val_numcdb4	MIX_d64_P16	4831067.51	
3	3s	3s_val_numcdb4	HOT_G256	2370328.84	
3	3s	3s_val_numcdb4	FB_ETC	2350667.57	
3	base	base_redis	GET_d32_P32	4439992.74	
3	base	base_redis	GET_d256_P32	4012040.75	
3	base	base_redis	SET_d256_P32	3594113.72	
3	base	base_redis	GET_d1024_P32	3314650.95	
3	base	base_redis	MIX_d64_P16	4028371.66	
3	base	base_redis	HOT_G256	3557080.07	
3	base	base_redis	FB_ETC	3220817.23	
3	base	base_keydb	GET_d32_P32	3316845.03	
3	base	base_keydb	GET_d256_P32	3364699.08	
3	base	base_keydb	SET_d256_P32	1914687.06	
3	base	base_keydb	GET_d1024_P32	1952686.54	
3	base	base_keydb	MIX_d64_P16	2675455.91	
3	base	base_keydb	HOT_G256	2829291.85	
3	base	base_keydb	FB_ETC	2790966.06	
3	base	base_dragonfly	GET_d32_P32	6004705.45	
3	base	base_dragonfly	GET_d256_P32	1267750.67	
3	base	base_dragonfly	SET_d256_P32	4794556.89	
3	base	base_dragonfly	GET_d1024_P32	1132475.58	
3	base	base_dragonfly	MIX_d64_P16	4443944.36	
3	base	base_dragonfly	HOT_G256	1183584.10	
3	base	base_dragonfly	FB_ETC	2989342.45	
4	2s	2s_thr_io4w4	GET_d32_P32	7054675.49	
4	2s	2s_thr_io4w4	GET_d256_P32	3151881.27	
4	2s	2s_thr_io4w4	SET_d256_P32	4423045.11	
4	2s	2s_thr_io4w4	GET_d1024_P32	2125655.45	
4	2s	2s_thr_io4w4	MIX_d64_P16	4871582.20	
4	2s	2s_thr_io4w4	HOT_G256	1440807.99	
4	2s	2s_thr_io4w4	FB_ETC	1846532.54	
4	2s	2s_thr_io6w4	GET_d32_P32	8032393.58	
4	2s	2s_thr_io6w4	GET_d256_P32	3005752.92	
4	2s	2s_thr_io6w4	SET_d256_P32	5240008.08	
4	2s	2s_thr_io6w4	GET_d1024_P32	2301289.91	
4	2s	2s_thr_io6w4	MIX_d64_P16	5868716.86	
4	2s	2s_thr_io6w4	HOT_G256	1828546.69	
4	2s	2s_thr_io6w4	FB_ETC	1619241.93	
4	2s	2s_thr_io8w4	GET_d32_P32	7606331.15	
4	2s	2s_thr_io8w4	GET_d256_P32	3060107.80	
4	2s	2s_thr_io8w4	SET_d256_P32	5211311.58	
4	2s	2s_thr_io8w4	GET_d1024_P32	2580308.43	
4	2s	2s_thr_io8w4	MIX_d64_P16	5571075.22	
4	2s	2s_thr_io8w4	HOT_G256	1727043.09	
4	2s	2s_thr_io8w4	FB_ETC	1678187.29	
4	2s	2s_thr_io4w2	GET_d32_P32	5666752.62	
4	2s	2s_thr_io4w2	GET_d256_P32	2556594.57	
4	2s	2s_thr_io4w2	SET_d256_P32	3329571.44	
4	2s	2s_thr_io4w2	GET_d1024_P32	2139992.88	
4	2s	2s_thr_io4w2	MIX_d64_P16	3989564.58	
4	2s	2s_thr_io4w2	HOT_G256	1634673.31	
4	2s	2s_thr_io4w2	FB_ETC	1503953.04	
4	2s	2s_thr_io2w8	GET_d32_P32	3685287.20	
4	2s	2s_thr_io2w8	GET_d256_P32	1696599.82	
4	2s	2s_thr_io2w8	SET_d256_P32	2910693.59	
4	2s	2s_thr_io2w8	GET_d1024_P32	1428690.06	
4	2s	2s_thr_io2w8	MIX_d64_P16	2584272.87	
4	2s	2s_thr_io2w8	HOT_G256	1000921.33	
4	2s	2s_thr_io2w8	FB_ETC	1001635.44	
4	2s	2s_knob_dirty	GET_d32_P32	7856706.63	
4	2s	2s_knob_dirty	GET_d256_P32	2896218.82	
4	2s	2s_knob_dirty	SET_d256_P32	5169375.70	
4	2s	2s_knob_dirty	GET_d1024_P32	2396976.33	
4	2s	2s_knob_dirty	MIX_d64_P16	5694791.52	
4	2s	2s_knob_dirty	HOT_G256	1624898.64	
4	2s	2s_knob_dirty	FB_ETC	1611291.21	
4	2s	2s_knob_mcdb	GET_d32_P32	7969952.41	
4	2s	2s_knob_mcdb	GET_d256_P32	3033354.32	
4	2s	2s_knob_mcdb	SET_d256_P32	5119395.98	
4	2s	2s_knob_mcdb	GET_d1024_P32	2394124.02	
4	2s	2s_knob_mcdb	MIX_d64_P16	5677349.73	
4	2s	2s_knob_mcdb	HOT_G256	1654891.42	
4	2s	2s_knob_mcdb	FB_ETC	1809856.28	
4	2s	2s_knob_nextop	GET_d32_P32	8105656.56	
4	2s	2s_knob_nextop	GET_d256_P32	2975954.94	
4	2s	2s_knob_nextop	SET_d256_P32	5231935.53	
4	2s	2s_knob_nextop	GET_d1024_P32	2402531.75	
4	2s	2s_knob_nextop	MIX_d64_P16	5722666.18	
4	2s	2s_knob_nextop	HOT_G256	1654969.66	
4	2s	2s_knob_nextop	FB_ETC	1604097.61	
4	2s	2s_knob_uring	GET_d32_P32	7519362.82	
4	2s	2s_knob_uring	GET_d256_P32	3069943.65	
4	2s	2s_knob_uring	SET_d256_P32	5356201.73	
4	2s	2s_knob_uring	GET_d1024_P32	2307366.18	
4	2s	2s_knob_uring	MIX_d64_P16	5261438.42	
4	2s	2s_knob_uring	HOT_G256	1622279.47	
4	2s	2s_knob_uring	FB_ETC	1571729.01	
4	2s	2s_knob_allopt	GET_d32_P32	8027344.80	
4	2s	2s_knob_allopt	GET_d256_P32	2972591.90	
4	2s	2s_knob_allopt	SET_d256_P32	5239561.46	
4	2s	2s_knob_allopt	GET_d1024_P32	2341873.12	
4	2s	2s_knob_allopt	MIX_d64_P16	5811832.33	
4	2s	2s_knob_allopt	HOT_G256	1638790.90	
4	2s	2s_knob_allopt	FB_ETC	1615316.57	
4	2s	2s_allopt_full	GET_d32_P32	7498295.95	
4	2s	2s_allopt_full	GET_d256_P32	2790117.93	
4	2s	2s_allopt_full	SET_d256_P32	5035142.15	
4	2s	2s_allopt_full	GET_d1024_P32	2296912.43	
4	2s	2s_allopt_full	MIX_d64_P16	5396367.30	
4	2s	2s_allopt_full	HOT_G256	1593118.59	
4	2s	2s_allopt_full	FB_ETC	1549627.99	
4	2s	2s_loo_nodirty	GET_d32_P32	7450985.84	
4	2s	2s_loo_nodirty	GET_d256_P32	2872969.46	
4	2s	2s_loo_nodirty	SET_d256_P32	5183183.01	
4	2s	2s_loo_nodirty	GET_d1024_P32	2225764.13	
4	2s	2s_loo_nodirty	MIX_d64_P16	5186630.98	
4	2s	2s_loo_nodirty	HOT_G256	1635381.98	
4	2s	2s_loo_nodirty	FB_ETC	1558221.74	
4	2s	2s_loo_nomcdb	GET_d32_P32	7629618.80	
4	2s	2s_loo_nomcdb	GET_d256_P32	2710489.26	
4	2s	2s_loo_nomcdb	SET_d256_P32	5111791.38	
4	2s	2s_loo_nomcdb	GET_d1024_P32	2291127.78	
4	2s	2s_loo_nomcdb	MIX_d64_P16	5281933.27	
4	2s	2s_loo_nomcdb	HOT_G256	1580316.88	
4	2s	2s_loo_nomcdb	FB_ETC	1544653.97	
4	2s	2s_loo_nonextop	GET_d32_P32	7514979.19	
4	2s	2s_loo_nonextop	GET_d256_P32	3200282.85	
4	2s	2s_loo_nonextop	SET_d256_P32	5182442.84	
4	2s	2s_loo_nonextop	GET_d1024_P32	2302360.32	
4	2s	2s_loo_nonextop	MIX_d64_P16	5265039.93	
4	2s	2s_loo_nonextop	HOT_G256	1586323.16	
4	2s	2s_loo_nonextop	FB_ETC	1555494.22	
4	2s	2s_loo_nouring	GET_d32_P32	7926811.78	
4	2s	2s_loo_nouring	GET_d256_P32	3097683.90	
4	2s	2s_loo_nouring	SET_d256_P32	5226697.52	
4	2s	2s_loo_nouring	GET_d1024_P32	2397927.54	
4	2s	2s_loo_nouring	MIX_d64_P16	5756181.67	
4	2s	2s_loo_nouring	HOT_G256	1768890.00	
4	2s	2s_loo_nouring	FB_ETC	1556569.88	
4	2s	2s_val_nextop4	GET_d32_P32	7954656.00	
4	2s	2s_val_nextop4	GET_d256_P32	2844566.24	
4	2s	2s_val_nextop4	SET_d256_P32	5309415.27	
4	2s	2s_val_nextop4	GET_d1024_P32	2379878.04	
4	2s	2s_val_nextop4	MIX_d64_P16	5815718.89	
4	2s	2s_val_nextop4	HOT_G256	1630654.42	
4	2s	2s_val_nextop4	FB_ETC	1588263.00	
4	2s	2s_val_nextop16	GET_d32_P32	8031739.39	
4	2s	2s_val_nextop16	GET_d256_P32	2919930.99	
4	2s	2s_val_nextop16	SET_d256_P32	5240978.35	
4	2s	2s_val_nextop16	GET_d1024_P32	2392932.79	
4	2s	2s_val_nextop16	MIX_d64_P16	5796497.92	
4	2s	2s_val_nextop16	HOT_G256	1669777.68	
4	2s	2s_val_nextop16	FB_ETC	1603447.99	
4	2s	2s_val_nextop64	GET_d32_P32	7927341.97	
4	2s	2s_val_nextop64	GET_d256_P32	2815553.18	
4	2s	2s_val_nextop64	SET_d256_P32	5282723.82	
4	2s	2s_val_nextop64	GET_d1024_P32	2423396.16	
4	2s	2s_val_nextop64	MIX_d64_P16	5707861.42	
4	2s	2s_val_nextop64	HOT_G256	1663616.57	
4	2s	2s_val_nextop64	FB_ETC	1738766.03	
4	2s	2s_val_numcdb2	GET_d32_P32	7867097.57	
4	2s	2s_val_numcdb2	GET_d256_P32	2901449.32	
4	2s	2s_val_numcdb2	SET_d256_P32	5195635.36	
4	2s	2s_val_numcdb2	GET_d1024_P32	2327667.16	
4	2s	2s_val_numcdb2	MIX_d64_P16	5756610.46	
4	2s	2s_val_numcdb2	HOT_G256	1641960.53	
4	2s	2s_val_numcdb2	FB_ETC	1716257.65	
4	2s	2s_val_numcdb4	GET_d32_P32	7877115.00	
4	2s	2s_val_numcdb4	GET_d256_P32	2909312.13	
4	2s	2s_val_numcdb4	SET_d256_P32	5315504.28	
4	2s	2s_val_numcdb4	GET_d1024_P32	2369903.14	
4	2s	2s_val_numcdb4	MIX_d64_P16	5787640.78	
4	2s	2s_val_numcdb4	HOT_G256	1688366.56	
4	2s	2s_val_numcdb4	FB_ETC	1682640.06	
4	3s	3s_thr_i4e4w2	GET_d32_P32	4875064.78	
4	3s	3s_thr_i4e4w2	GET_d256_P32	4089307.81	
4	3s	3s_thr_i4e4w2	SET_d256_P32	4157955.17	
4	3s	3s_thr_i4e4w2	GET_d1024_P32	2553166.90	
4	3s	3s_thr_i4e4w2	MIX_d64_P16	4866610.07	
4	3s	3s_thr_i4e4w2	HOT_G256	2360865.44	
4	3s	3s_thr_i4e4w2	FB_ETC	2290553.60	
4	3s	3s_thr_i3e4w3	GET_d32_P32	4958104.45	
4	3s	3s_thr_i3e4w3	GET_d256_P32	4085049.22	
4	3s	3s_thr_i3e4w3	SET_d256_P32	4042819.16	
4	3s	3s_thr_i3e4w3	GET_d1024_P32	2831797.18	
4	3s	3s_thr_i3e4w3	MIX_d64_P16	4813107.90	
4	3s	3s_thr_i3e4w3	HOT_G256	2392809.46	
4	3s	3s_thr_i3e4w3	FB_ETC	2305276.10	
4	3s	3s_thr_i4e3w3	GET_d32_P32	0	
4	3s	3s_thr_i4e3w3	GET_d256_P32	4601153.90	
4	3s	3s_thr_i4e3w3	SET_d256_P32	4502434.15	
4	3s	3s_thr_i4e3w3	GET_d1024_P32	2935067.76	
4	3s	3s_thr_i4e3w3	MIX_d64_P16	4973152.93	
4	3s	3s_thr_i4e3w3	HOT_G256	3143295.11	
4	3s	3s_thr_i4e3w3	FB_ETC	3098251.38	
4	3s	3s_thr_i2e4w4	GET_d32_P32	0	
4	3s	3s_thr_i2e4w4	GET_d256_P32	0	
4	3s	3s_thr_i2e4w4	SET_d256_P32	0	
4	3s	3s_thr_i2e4w4	GET_d1024_P32	0	
4	3s	3s_thr_i2e4w4	MIX_d64_P16	0	
4	3s	3s_thr_i2e4w4	HOT_G256	0	
4	3s	3s_thr_i2e4w4	FB_ETC	0	
4	3s	3s_thr_i4e2w4	GET_d32_P32	5383505.57	
4	3s	3s_thr_i4e2w4	GET_d256_P32	4000189.74	
4	3s	3s_thr_i4e2w4	SET_d256_P32	3455086.51	
4	3s	3s_thr_i4e2w4	GET_d1024_P32	2895217.03	
4	3s	3s_thr_i4e2w4	MIX_d64_P16	4528526.04	
4	3s	3s_thr_i4e2w4	HOT_G256	3210854.31	
4	3s	3s_thr_i4e2w4	FB_ETC	3127262.00	
4	3s	3s_knob_tiered	GET_d32_P32	4947405.11	
4	3s	3s_knob_tiered	GET_d256_P32	4127924.16	
4	3s	3s_knob_tiered	SET_d256_P32	4233574.02	
4	3s	3s_knob_tiered	GET_d1024_P32	2810336.68	
4	3s	3s_knob_tiered	MIX_d64_P16	4813266.83	
4	3s	3s_knob_tiered	HOT_G256	2413001.71	
4	3s	3s_knob_tiered	FB_ETC	2342446.21	
4	3s	3s_knob_dirty	GET_d32_P32	4937408.06	
4	3s	3s_knob_dirty	GET_d256_P32	4045503.08	
4	3s	3s_knob_dirty	SET_d256_P32	4120635.43	
4	3s	3s_knob_dirty	GET_d1024_P32	2853861.24	
4	3s	3s_knob_dirty	MIX_d64_P16	4811249.94	
4	3s	3s_knob_dirty	HOT_G256	2436652.51	
4	3s	3s_knob_dirty	FB_ETC	2376132.22	
4	3s	3s_knob_mcdb	GET_d32_P32	4962216.08	
4	3s	3s_knob_mcdb	GET_d256_P32	4072987.79	
4	3s	3s_knob_mcdb	SET_d256_P32	4232112.24	
4	3s	3s_knob_mcdb	GET_d1024_P32	2829963.30	
4	3s	3s_knob_mcdb	MIX_d64_P16	4763477.04	
4	3s	3s_knob_mcdb	HOT_G256	2428194.07	
4	3s	3s_knob_mcdb	FB_ETC	2319530.44	
4	3s	3s_knob_nextop	GET_d32_P32	4939779.91	
4	3s	3s_knob_nextop	GET_d256_P32	3966705.78	
4	3s	3s_knob_nextop	SET_d256_P32	4160548.86	
4	3s	3s_knob_nextop	GET_d1024_P32	2847622.94	
4	3s	3s_knob_nextop	MIX_d64_P16	4859411.54	
4	3s	3s_knob_nextop	HOT_G256	2428371.48	
4	3s	3s_knob_nextop	FB_ETC	2298272.70	
4	3s	3s_knob_wbepoll	GET_d32_P32	4727369.06	
4	3s	3s_knob_wbepoll	GET_d256_P32	4053138.71	
4	3s	3s_knob_wbepoll	SET_d256_P32	4323656.91	
4	3s	3s_knob_wbepoll	GET_d1024_P32	2826354.87	
4	3s	3s_knob_wbepoll	MIX_d64_P16	4987633.48	
4	3s	3s_knob_wbepoll	HOT_G256	2330237.39	
4	3s	3s_knob_wbepoll	FB_ETC	2370606.82	
4	3s	3s_knob_allopt	GET_d32_P32	4944566.98	
4	3s	3s_knob_allopt	GET_d256_P32	4067516.64	
4	3s	3s_knob_allopt	SET_d256_P32	4200690.82	
4	3s	3s_knob_allopt	GET_d1024_P32	2853321.67	
4	3s	3s_knob_allopt	MIX_d64_P16	4877187.84	
4	3s	3s_knob_allopt	HOT_G256	2375611.12	
4	3s	3s_knob_allopt	FB_ETC	2329622.58	
4	3s	3s_allopt_full	GET_d32_P32	4979692.76	
4	3s	3s_allopt_full	GET_d256_P32	4096763.59	
4	3s	3s_allopt_full	SET_d256_P32	4206371.02	
4	3s	3s_allopt_full	GET_d1024_P32	2819547.40	
4	3s	3s_allopt_full	MIX_d64_P16	4827224.11	
4	3s	3s_allopt_full	HOT_G256	2437183.89	
4	3s	3s_allopt_full	FB_ETC	2360814.96	
4	3s	3s_loo_notiered	GET_d32_P32	4887339.14	
4	3s	3s_loo_notiered	GET_d256_P32	4156242.73	
4	3s	3s_loo_notiered	SET_d256_P32	4233279.99	
4	3s	3s_loo_notiered	GET_d1024_P32	2768776.09	
4	3s	3s_loo_notiered	MIX_d64_P16	4923607.46	
4	3s	3s_loo_notiered	HOT_G256	2352908.93	
4	3s	3s_loo_notiered	FB_ETC	2256288.68	
4	3s	3s_loo_nodirty	GET_d32_P32	4948326.45	
4	3s	3s_loo_nodirty	GET_d256_P32	4069493.96	
4	3s	3s_loo_nodirty	SET_d256_P32	4190977.95	
4	3s	3s_loo_nodirty	GET_d1024_P32	2797125.11	
4	3s	3s_loo_nodirty	MIX_d64_P16	4882037.13	
4	3s	3s_loo_nodirty	HOT_G256	2452150.33	
4	3s	3s_loo_nodirty	FB_ETC	2320652.33	
4	3s	3s_loo_nomcdb	GET_d32_P32	4953389.18	
4	3s	3s_loo_nomcdb	GET_d256_P32	4079432.62	
4	3s	3s_loo_nomcdb	SET_d256_P32	4176844.85	
4	3s	3s_loo_nomcdb	GET_d1024_P32	2846300.46	
4	3s	3s_loo_nomcdb	MIX_d64_P16	4745038.70	
4	3s	3s_loo_nomcdb	HOT_G256	2360371.55	
4	3s	3s_loo_nomcdb	FB_ETC	2291518.68	
4	3s	3s_loo_nonextop	GET_d32_P32	4949196.42	
4	3s	3s_loo_nonextop	GET_d256_P32	4048728.98	
4	3s	3s_loo_nonextop	SET_d256_P32	4175488.38	
4	3s	3s_loo_nonextop	GET_d1024_P32	2773951.55	
4	3s	3s_loo_nonextop	MIX_d64_P16	4885189.16	
4	3s	3s_loo_nonextop	HOT_G256	2347664.67	
4	3s	3s_loo_nonextop	FB_ETC	2318226.13	
4	3s	3s_val_nextop4	GET_d32_P32	4899446.97	
4	3s	3s_val_nextop4	GET_d256_P32	4036925.86	
4	3s	3s_val_nextop4	SET_d256_P32	4213946.43	
4	3s	3s_val_nextop4	GET_d1024_P32	2872989.06	
4	3s	3s_val_nextop4	MIX_d64_P16	4868774.27	
4	3s	3s_val_nextop4	HOT_G256	2340012.79	
4	3s	3s_val_nextop4	FB_ETC	2283876.39	
4	3s	3s_val_nextop16	GET_d32_P32	4936853.18	
4	3s	3s_val_nextop16	GET_d256_P32	4165360.87	
4	3s	3s_val_nextop16	SET_d256_P32	4284174.64	
4	3s	3s_val_nextop16	GET_d1024_P32	2794604.16	
4	3s	3s_val_nextop16	MIX_d64_P16	4812008.81	
4	3s	3s_val_nextop16	HOT_G256	2418602.32	
4	3s	3s_val_nextop16	FB_ETC	2340545.83	
4	3s	3s_val_nextop64	GET_d32_P32	4892236.35	
4	3s	3s_val_nextop64	GET_d256_P32	4122142.45	
4	3s	3s_val_nextop64	SET_d256_P32	4240041.80	
4	3s	3s_val_nextop64	GET_d1024_P32	2804803.28	
4	3s	3s_val_nextop64	MIX_d64_P16	4810604.41	
4	3s	3s_val_nextop64	HOT_G256	2373177.39	
4	3s	3s_val_nextop64	FB_ETC	2295374.26	
4	3s	3s_val_numcdb2	GET_d32_P32	4931023.10	
4	3s	3s_val_numcdb2	GET_d256_P32	4040390.76	
4	3s	3s_val_numcdb2	SET_d256_P32	4295322.47	
4	3s	3s_val_numcdb2	GET_d1024_P32	2848696.47	
4	3s	3s_val_numcdb2	MIX_d64_P16	4835430.64	
4	3s	3s_val_numcdb2	HOT_G256	2422833.48	
4	3s	3s_val_numcdb2	FB_ETC	2287248.39	
4	3s	3s_val_numcdb4	GET_d32_P32	4977413.45	
4	3s	3s_val_numcdb4	GET_d256_P32	4060222.88	
4	3s	3s_val_numcdb4	SET_d256_P32	4241608.57	
4	3s	3s_val_numcdb4	GET_d1024_P32	2892984.92	
4	3s	3s_val_numcdb4	MIX_d64_P16	4926743.55	
4	3s	3s_val_numcdb4	HOT_G256	2351426.28	
4	3s	3s_val_numcdb4	FB_ETC	2345522.74	
4	base	base_redis	GET_d32_P32	4438750.07	
4	base	base_redis	GET_d256_P32	4053748.58	
4	base	base_redis	SET_d256_P32	3550223.53	
4	base	base_redis	GET_d1024_P32	3308582.43	
4	base	base_redis	MIX_d64_P16	4006656.70	
4	base	base_redis	HOT_G256	3563619.96	
4	base	base_redis	FB_ETC	3262690.91	
4	base	base_keydb	GET_d32_P32	3397693.76	
4	base	base_keydb	GET_d256_P32	3418420.18	
4	base	base_keydb	SET_d256_P32	1873904.62	
4	base	base_keydb	GET_d1024_P32	1940295.27	
4	base	base_keydb	MIX_d64_P16	2740107.72	
4	base	base_keydb	HOT_G256	2940069.18	
4	base	base_keydb	FB_ETC	2840369.56	
4	base	base_dragonfly	GET_d32_P32	6024285.19	
4	base	base_dragonfly	GET_d256_P32	1271336.98	
4	base	base_dragonfly	SET_d256_P32	4753557.00	
4	base	base_dragonfly	GET_d1024_P32	1123736.87	
4	base	base_dragonfly	MIX_d64_P16	4440355.78	
4	base	base_dragonfly	HOT_G256	1188339.96	
4	base	base_dragonfly	FB_ETC	3012865.79	
5	2s	2s_thr_io4w4	GET_d32_P32	6393516.90	
5	2s	2s_thr_io4w4	GET_d256_P32	3079375.80	
5	2s	2s_thr_io4w4	SET_d256_P32	4466486.87	
5	2s	2s_thr_io4w4	GET_d1024_P32	2109649.17	
5	2s	2s_thr_io4w4	MIX_d64_P16	4790368.74	
5	2s	2s_thr_io4w4	HOT_G256	1501790.73	
5	2s	2s_thr_io4w4	FB_ETC	1970467.51	
5	2s	2s_thr_io6w4	GET_d32_P32	8092107.90	
5	2s	2s_thr_io6w4	GET_d256_P32	3077228.79	
5	2s	2s_thr_io6w4	SET_d256_P32	5405052.69	
5	2s	2s_thr_io6w4	GET_d1024_P32	2443925.65	
5	2s	2s_thr_io6w4	MIX_d64_P16	5682857.80	
5	2s	2s_thr_io6w4	HOT_G256	1628777.07	
5	2s	2s_thr_io6w4	FB_ETC	1620535.62	
5	2s	2s_thr_io8w4	GET_d32_P32	7632762.31	
5	2s	2s_thr_io8w4	GET_d256_P32	2942349.36	
5	2s	2s_thr_io8w4	SET_d256_P32	5137819.47	
5	2s	2s_thr_io8w4	GET_d1024_P32	2568565.63	
5	2s	2s_thr_io8w4	MIX_d64_P16	5537523.49	
5	2s	2s_thr_io8w4	HOT_G256	1737424.92	
5	2s	2s_thr_io8w4	FB_ETC	1686522.07	
5	2s	2s_thr_io4w2	GET_d32_P32	5179910.02	
5	2s	2s_thr_io4w2	GET_d256_P32	2612620.76	
5	2s	2s_thr_io4w2	SET_d256_P32	3334676.11	
5	2s	2s_thr_io4w2	GET_d1024_P32	2147301.30	
5	2s	2s_thr_io4w2	MIX_d64_P16	4101552.13	
5	2s	2s_thr_io4w2	HOT_G256	1462946.18	
5	2s	2s_thr_io4w2	FB_ETC	1498743.69	
5	2s	2s_thr_io2w8	GET_d32_P32	3683925.01	
5	2s	2s_thr_io2w8	GET_d256_P32	2085472.06	
5	2s	2s_thr_io2w8	SET_d256_P32	2605711.23	
5	2s	2s_thr_io2w8	GET_d1024_P32	1415327.55	
5	2s	2s_thr_io2w8	MIX_d64_P16	2568259.58	
5	2s	2s_thr_io2w8	HOT_G256	1004046.76	
5	2s	2s_thr_io2w8	FB_ETC	983890.49	
5	2s	2s_knob_dirty	GET_d32_P32	7874885.73	
5	2s	2s_knob_dirty	GET_d256_P32	2813867.41	
5	2s	2s_knob_dirty	SET_d256_P32	5627166.60	
5	2s	2s_knob_dirty	GET_d1024_P32	2414752.09	
5	2s	2s_knob_dirty	MIX_d64_P16	5499242.58	
5	2s	2s_knob_dirty	HOT_G256	1679013.31	
5	2s	2s_knob_dirty	FB_ETC	1626136.31	
5	2s	2s_knob_mcdb	GET_d32_P32	7909601.68	
5	2s	2s_knob_mcdb	GET_d256_P32	2862633.16	
5	2s	2s_knob_mcdb	SET_d256_P32	5447487.09	
5	2s	2s_knob_mcdb	GET_d1024_P32	2330857.88	
5	2s	2s_knob_mcdb	MIX_d64_P16	5834211.46	
5	2s	2s_knob_mcdb	HOT_G256	1660796.35	
5	2s	2s_knob_mcdb	FB_ETC	1609081.78	
5	2s	2s_knob_nextop	GET_d32_P32	7873364.58	
5	2s	2s_knob_nextop	GET_d256_P32	2989926.52	
5	2s	2s_knob_nextop	SET_d256_P32	5571535.24	
5	2s	2s_knob_nextop	GET_d1024_P32	2396723.49	
5	2s	2s_knob_nextop	MIX_d64_P16	5662172.71	
5	2s	2s_knob_nextop	HOT_G256	1615330.00	
5	2s	2s_knob_nextop	FB_ETC	2084221.48	
5	2s	2s_knob_uring	GET_d32_P32	7621328.31	
5	2s	2s_knob_uring	GET_d256_P32	2843746.22	
5	2s	2s_knob_uring	SET_d256_P32	5356065.02	
5	2s	2s_knob_uring	GET_d1024_P32	2325872.85	
5	2s	2s_knob_uring	MIX_d64_P16	5420742.03	
5	2s	2s_knob_uring	HOT_G256	1607120.72	
5	2s	2s_knob_uring	FB_ETC	1563879.53	
5	2s	2s_knob_allopt	GET_d32_P32	7979783.23	
5	2s	2s_knob_allopt	GET_d256_P32	3108835.30	
5	2s	2s_knob_allopt	SET_d256_P32	5199111.76	
5	2s	2s_knob_allopt	GET_d1024_P32	2380817.40	
5	2s	2s_knob_allopt	MIX_d64_P16	5716483.17	
5	2s	2s_knob_allopt	HOT_G256	1665798.27	
5	2s	2s_knob_allopt	FB_ETC	1617803.95	
5	2s	2s_allopt_full	GET_d32_P32	7574144.86	
5	2s	2s_allopt_full	GET_d256_P32	2676505.26	
5	2s	2s_allopt_full	SET_d256_P32	4981180.08	
5	2s	2s_allopt_full	GET_d1024_P32	2325755.72	
5	2s	2s_allopt_full	MIX_d64_P16	5301941.77	
5	2s	2s_allopt_full	HOT_G256	1581230.40	
5	2s	2s_allopt_full	FB_ETC	1550777.85	
5	2s	2s_loo_nodirty	GET_d32_P32	7467662.32	
5	2s	2s_loo_nodirty	GET_d256_P32	2731980.93	
5	2s	2s_loo_nodirty	SET_d256_P32	5109014.73	
5	2s	2s_loo_nodirty	GET_d1024_P32	2300949.93	
5	2s	2s_loo_nodirty	MIX_d64_P16	5291996.00	
5	2s	2s_loo_nodirty	HOT_G256	1579959.50	
5	2s	2s_loo_nodirty	FB_ETC	1544126.56	
5	2s	2s_loo_nomcdb	GET_d32_P32	7575961.89	
5	2s	2s_loo_nomcdb	GET_d256_P32	2840624.18	
5	2s	2s_loo_nomcdb	SET_d256_P32	5128104.99	
5	2s	2s_loo_nomcdb	GET_d1024_P32	2313505.31	
5	2s	2s_loo_nomcdb	MIX_d64_P16	5314115.47	
5	2s	2s_loo_nomcdb	HOT_G256	1584609.23	
5	2s	2s_loo_nomcdb	FB_ETC	1562472.70	
5	2s	2s_loo_nonextop	GET_d32_P32	7427655.85	
5	2s	2s_loo_nonextop	GET_d256_P32	3135708.03	
5	2s	2s_loo_nonextop	SET_d256_P32	5147223.21	
5	2s	2s_loo_nonextop	GET_d1024_P32	2198986.52	
5	2s	2s_loo_nonextop	MIX_d64_P16	5256196.62	
5	2s	2s_loo_nonextop	HOT_G256	1617378.84	
5	2s	2s_loo_nonextop	FB_ETC	1557464.39	
5	2s	2s_loo_nouring	GET_d32_P32	7888565.87	
5	2s	2s_loo_nouring	GET_d256_P32	2840103.54	
5	2s	2s_loo_nouring	SET_d256_P32	5323985.54	
5	2s	2s_loo_nouring	GET_d1024_P32	2419953.36	
5	2s	2s_loo_nouring	MIX_d64_P16	5770851.30	
5	2s	2s_loo_nouring	HOT_G256	1708358.31	
5	2s	2s_loo_nouring	FB_ETC	1620164.85	
5	2s	2s_val_nextop4	GET_d32_P32	7806074.40	
5	2s	2s_val_nextop4	GET_d256_P32	2858444.81	
